Chunk Start;Chunk End;2283;2284;2286;2287;2288;2289;2290;2291;2296;2301;2478;2479;2480;2481;2513;2514;2515;2537;2539;2542
1;250;216.243187;803.7625095;791.0244918;399.0346251;621.9242396;698.520836;550.4432168;729.4669608;624.6020209;181.550846;786.5755034;885.7331812;269.5581731;863.8300955;615.8843266;811.2321902;832.4443056;742.3509165;446.0472267;754.8911179
251;500;767.5353693;656.879032;415.5203818;202.5746489;343.0481319;267.905971;593.071527;744.3547484;292.3010324;579.5208864;712.4349234;732.4824654;645.1731511;722.2042571;763.4675157;607.1792795;827.3961228;397.836229;770.0127579;604.8469678
501;750;430.2094756;621.4917031;503.1665338;544.0429398;288.4181727;505.8835212;456.4936062;464.6803678;164.2556349;321.6750627;694.4352339;743.442066;479.1167855;817.9699761;414.8702676;301.4762882;901.9727039;218.7791579;633.118751;747.8823873
751;1000;227.1968352;319.8892105;641.6341359;779.346802;453.6085884;802.7977141;282.3023742;318.6711261;331.8477605;345.1636355;787.2957098;806.2911425;169.1774693;634.66721;811.1741265;807.9098678;361.8618847;240.7830617;580.2388219;716.3145192
1001;1250;661.2129838;138.4206151;258.9324971;576.2485819;327.823907;504.7193301;243.1362935;493.6173436;183.3249892;429.649464;788.7356837;354.6066661;554.2206402;749.7999494;757.9543711;874.9334589;763.4102139;583.1729039;740.2462832;789.7891079
1251;1500;774.911258;375.850051;621.8060246;379.8747155;484.6784298;603.4537758;636.7028173;274.6373258;661.8663401;790.8393747;790.1998613;384.7311238;735.3092047;675.2840733;291.1944755;553.4225063;436.7918541;637.8735007;264.8610614;448.7144236
1501;1750;374.0887161;754.8730693;276.4160637;242.0281552;402.6085778;156.00204;348.796981;781.6217279;783.039947;277.8593918;662.6197902;830.2400889;672.0460386;341.9060561;543.9860333;367.9318713;643.798539;608.8720855;761.4450753;400.5415578
1751;2000;237.7354413;421.6705621;494.0690795;137.758034;824.8041421;459.6488696;150.0632561;741.3731424;832.2477385;333.5829544;731.0882566;468.2592402;594.0300082;313.3142561;416.5658811;226.8044824;302.7912564;614.8387204;566.0681795;540.6456722
2001;2250;522.9261975;518.5838664;429.2514054;291.3737252;855.3641404;829.1045174;574.3242584;654.7548047;714.6610599;145.225783;795.4113351;586.5913995;278.2186272;800.6549953;669.975467;307.0309532;239.5561391;195.5391164;587.4967182;879.7614636
2251;2500;329.4229793;628.9143735;307.4812773;432.2744272;715.4047508;821.4420171;614.2277735;618.9909775;346.2126309;149.2289307;711.7351048;310.750466;275.4279475;427.1110032;795.8450779;670.0746915;197.4444059;685.2235526;865.2347246;797.1875336
2501;2750;462.2481897;316.3584974;470.1481419;864.3636368;243.7094972;374.9356607;316.8909599;687.4199745;522.1893336;396.061992;420.5053605;310.6397444;274.3350701;652.9221795;625.844077;194.5023841;589.4981884;293.3608217;420.0075907;307.8988635
2751;3000;692.2277932;209.5405291;765.1437071;453.1016966;576.7183619;143.7710787;175.1228412;760.7204945;767.386036;754.0566482;390.6818384;247.215678;300.2065045;401.6298543;645.2234575;714.2663332;577.6442049;688.7620235;866.5861791;434.09167
3001;3250;632.5586507;632.0667935;501.9395662;310.5306817;499.4932225;451.9543516;400.9801294;720.9041115;312.3554207;631.2982312;378.6447214;194.7168895;718.454997;622.2936008;181.0317907;791.6467276;388.9092158;144.7142566;825.0358588;242.5603945
3251;3500;424.8994281;815.021512;565.8408496;275.4416623;255.0248289;790.307637;214.9675594;787.1009651;392.4509338;364.621405;695.2597334;282.0256379;725.1278776;486.7827225;371.2244654;372.5715041;953.9048338;724.0245508;618.3498902;691.4789812
3501;3750;151.6697632;858.7995109;792.1726;473.8517289;594.6141667;784.8695315;351.9058146;845.7949947;150.017102;208.7769937;800.1664671;174.3860182;827.237761;316.0934739;413.3720642;168.9165852;799.7151334;584.1732604;393.1085815;440.8202266
3751;4000;536.9256171;663.7364017;759.0923994;175.2643137;468.6669919;668.2154879;257.9243324;641.1122093;590.2286158;393.7243738;620.7313858;146.5718565;296.2930838;599.8004639;845.7972622;401.5376862;299.0425501;244.5672343;216.550612;214.7822719
4001;4250;829.508666;296.2297526;255.4523324;252.5426709;421.1480514;455.6874512;562.1856449;368.3533609;703.7195395;269.8455942;374.7494261;385.978475;564.2866573;501.3913878;337.4283783;224.8128989;147.757017;835.7586055;529.8630349;221.2764968
4251;4500;829.919887;335.4225182;184.5938931;196.8324177;732.7185327;619.8446043;592.9615981;505.9996088;264.4443351;171.5033733;716.852094;814.148156;443.5703837;542.2835308;277.1957197;315.8879284;165.7369901;264.4898873;669.5750452;421.2005088
4501;4750;823.2912984;366.0161732;260.3172265;161.3752634;527.1701873;395.4343202;478.5463745;521.7782224;214.039451;147.4212459;867.4909156;380.4932527;264.6901251;213.6450439;368.9786807;251.6047995;142.9170672;560.7940478;417.448586;837.9824836
4751;5000;432.4937534;433.4361834;264.1981353;324.4963251;277.3215774;554.8042363;751.6924105;694.0638156;274.3080381;139.7574702;756.8685702;578.5840431;615.6191956;408.7080586;882.2364509;416.4025472;401.7877765;767.3021045;467.9026111;316.3794043
5001;5250;323.5361652;739.0706684;248.6005246;808.1853576;160.186761;452.7798067;301.4350777;746.6508067;511.3784031;119.8893044;429.1522881;763.1568238;894.222485;595.2054252;694.9394348;645.9444826;671.2773875;805.3702188;832.6486967;477.7007164
5251;5500;178.2112824;668.9978675;666.1813859;398.1369832;332.1407404;495.0566246;150.9040985;758.6817326;827.2800637;337.699454;402.5857924;752.4712614;390.0487233;598.3170038;538.8719724;958.1219057;678.3762876;204.1210857;235.6975511;319.5923345
5501;5750;123.3961936;637.1816669;577.1176677;516.4991285;779.1005748;477.2491925;605.6189689;764.0491387;409.9547483;826.1519189;666.9482118;591.206727;581.1312958;688.3840806;852.0194209;276.9332204;512.6110324;251.0670621;167.7486527;551.277175
5751;6000;194.518829;582.6518371;292.991882;308.0633504;728.6036956;143.871729;466.3478465;763.4914463;359.1196109;368.057564;425.9641997;151.7990444;428.8952883;453.5354272;597.2901176;315.4981794;759.5567002;767.6782099;471.7335739;682.7474789
6001;6250;275.8204415;410.5212139;320.6793227;144.5985456;741.413754;170.5516437;348.1046739;764.7333946;439.5382321;545.7153675;429.8980165;181.0781722;165.7395132;646.1195422;140.2011316;265.0749137;333.4230346;663.7622212;684.7967941;152.1160756
6251;6500;361.5231519;370.8323011;313.0026026;180.9755378;409.0107463;142.4557277;215.7162528;471.1483839;471.7338656;797.5754152;520.4485742;284.0811453;182.4697371;587.4252673;496.3442503;285.506321;264.8156049;165.7449648;632.3847488;154.4114547
6501;6750;299.2451516;123.574696;742.2737107;249.4048804;267.9182236;629.1754866;168.3641632;290.3168938;591.1330424;141.620397;343.0449022;335.5467923;779.1113618;420.3808675;823.3413076;716.8249108;137.8184038;156.9415971;590.1086667;373.1562852
6751;7000;419.5102151;221.4561264;619.3533136;210.6021444;347.7996316;851.712067;355.3468797;765.9828324;635.4551442;135.4711867;161.9687758;351.4467324;158.5462172;193.5572157;740.9861692;625.2703534;140.6602625;149.5665609;231.1841507;627.9687807
7001;7250;510.651681;511.1187575;863.1721141;813.6038803;665.722845;693.2781552;202.2906372;823.3720192;206.3084808;173.7751558;294.9122991;251.7409867;169.9099186;369.9530233;679.0549756;143.8570515;289.391723;256.6895149;144.625982;836.153098
7251;7500;385.7002413;288.4028632;516.2935073;484.0335816;198.4112344;335.4033635;227.1643709;818.1020935;271.7731393;434.4857494;869.9521248;714.5925544;394.5255622;194.2913133;359.719186;158.5504286;732.7478518;452.7013762;112.4531193;514.9188033
7501;7750;243.4265423;291.1462514;157.7177484;326.2943347;150.0767569;372.4180886;418.1610841;701.4728707;321.5979885;785.5611456;841.2394871;838.2990211;198.6137714;497.6052784;488.2027809;200.1588647;846.9230054;560.9955166;192.5637069;219.3462358
7751;8000;624.1609876;551.3520697;232.0095483;221.1405712;322.3469409;427.0149001;770.2534239;730.8640393;254.5697903;772.2511521;860.0246565;504.6130902;697.934663;708.3440112;845.0717132;335.1803854;600.986077;310.590597;191.8026135;183.6378803
8001;8250;747.8173757;184.7580605;663.3105778;623.5633456;364.4280537;288.2555522;425.809065;717.2568162;742.5938232;311.6286031;822.6460296;364.9955436;730.2325918;400.704452;803.9006431;221.273082;863.3061056;281.6467106;295.2041963;132.7665084
8251;8500;379.9027164;232.2716508;517.7262477;780.8890257;749.9121274;477.1437103;205.5007798;707.5861801;608.9316474;841.4554796;550.1278262;192.2173739;138.238728;421.0284393;738.7937523;803.8337614;374.7429835;337.9977151;572.0271275;564.2141396
8501;8750;437.8289753;622.7355454;861.5539236;379.8370569;578.2368041;839.6699292;184.5217776;712.6473637;377.2951256;795.2182443;503.5574944;260.4904169;159.3586473;287.2055365;354.2355531;274.1219194;186.3081412;136.5641736;302.1759484;263.1640262
8751;9000;207.2764351;823.8350444;846.5519698;486.3679332;409.4079851;388.989656;291.5632155;725.1595325;534.9950407;426.527521;218.5459234;358.3029199;228.8087067;427.3507407;240.4193736;763.9927653;623.3944123;201.6131133;732.3940342;127.6623249
9001;9250;650.821686;813.9636336;750.5896764;775.5936706;609.5829197;472.1997048;327.0686882;720.5358517;349.7320583;354.1489715;353.3827855;455.2952023;349.6113963;746.561603;156.9304895;890.2665619;962.152391;779.0684621;874.6252966;92.55594807
